Timestamp,Volume
1285891200000,4298910000
1285804800000,4284160000
1285718400000,3990280000
1285632000000,4025840000
1285545600000,3587860000
1285286400000,4123950000
1285200000000,3847850000
1285113600000,3911070000
1285027200000,4175660000
1284940800000,3364080000
1284681600000,4086140000
1284595200000,3364080000
1284508800000,3369840000
1284422400000,4521050000
1284336000000,4521050000
1284076800000,3061160000
1283990400000,3387770000
1283904000000,3224640000
1283817600000,3107380000
1283472000000,3534500000
1283385600000,3704210000
1283299200000,4396880000
1283212800000,4038770000
1283126400000,2917990000
1282867200000,4102460000
1282780800000,3646710000
1282694400000,4360190000
1282608000000,4436330000
1282521600000,3210950000
1282262400000,3761570000
1282176000000,4290540000
1282089600000,3724260000
1282003200000,3968210000
1281916800000,3142450000
1281657600000,3328890000
1281571200000,4521050000
1281484800000,4511860000
1281398400000,3979360000
1281312000000,3191630000
1281052800000,3857890000
1280966400000,3685560000
1280880000000,4057850000
1280793600000,4071820000
1280707200000,4144180000
1280448000000,4006450000
1280361600000,4612420000
1280275200000,4002390000
1280188800000,4725690000
1280102400000,4009650000
1279843200000,4524570000
1279756800000,4826900000
1279670400000,4747180000
1279584000000,4713280000
1279497600000,4089500000
1279238400000,5297350000
1279152000000,4552470000
1279065600000,4521050000
1278979200000,4640460000
1278892800000,3426990000
1278633600000,3506570000
1278547200000,4548460000
1278460800000,4931220000
1278374400000,4691240000
1278028800000,3968500000
1277942400000,6435770000
1277856000000,5067080000
1277769600000,6136700000
1277683200000,3896410000
1277424000000,5128840000
1277337600000,4814830000
1277251200000,4526150000
1277164800000,4514380000
1277078400000,4514360000
1276819200000,4555360000
1276732800000,4557760000
1276646400000,5002600000
1276560000000,4644490000
1276473600000,4425830000
1276214400000,4059280000
1276128000000,5144780000
1276041600000,5983200000
1275955200000,6192750000
1275868800000,5467560000
1275609600000,6180580000
1275523200000,4995970000
1275436800000,5026360000
1275350400000,5271480000
1275004800000,4871210000
1274918400000,5698460000
1274832000000,4521050000
1274745600000,7329580000
1274659200000,5224040000
1274400000000,5452130000
1274313600000,8328569600
1274227200000,6765800000
1274140800000,6170840000
1274054400000,5922920000
1273795200000,6126400000
1273708800000,4870640000
1273622400000,5225460000
1273536000000,5842550000
1273449600000,6893700000
1273190400000,9472910400
1273104000000,10617809600
1273017600000,6795940000
1272931200000,6594720000
1272844800000,4938050000
1272585600000,6048260000
1272499200000,6059410000
1272412800000,6342310000
1272326400000,7454540000
1272240000000,5647760000
1271980800000,5326060000
1271894400000,6035780000
1271808000000,5724310000
1271721600000,5316590000
1271635200000,6597740000
1271376000000,8108470400
1271289600000,5995330000
1271203200000,5760040000
1271116800000,5403580000
1271030400000,4607090000
1270771200000,4511570000
1270684800000,4726970000
1270598400000,5101430000
1270512000000,4086180000
1270425600000,3881620000
1270080000000,4006870000
1269993600000,4484340000
1269907200000,4085000000
1269820800000,4375580000
1269561600000,4708420000
1269475200000,5668900000
1269388800000,4705750000
1269302400000,4411640000
1269216000000,4261680000
1268956800000,5212410000
1268870400000,4234510000
1268784000000,4963200000
1268697600000,4369770000
1268611200000,4164110000
1268352000000,4928160000
1268265600000,4669060000
1268179200000,5469120000
1268092800000,5185570000
1268006400000,3774680000
1267747200000,4133000000
1267660800000,3945010000
1267574400000,3951320000
1267488000000,4134680000
1267401600000,3847640000
1267142400000,3945190000
1267056000000,4521130000
1266969600000,4168360000
1266883200000,4521050000
1266796800000,3814440000
1266537600000,3944280000
1266451200000,3878620000
1266364800000,4259230000
1266278400000,4080770000
1265932800000,4160680000
1265846400000,4400870000
1265760000000,4251450000
1265673600000,5114260000
1265587200000,4089820000
1265328000000,6438900000
1265241600000,5859690000
1265155200000,4285450000
1265068800000,4749540000
1264982400000,4077610000
1264723200000,5412850000
1264636800000,5452400000
1264550400000,5319120000
1264464000000,4731910000
1264377600000,4481390000
1264118400000,6208650000
1264032000000,6874289600
1263945600000,4810560000
1263859200000,4724830000
1263513600000,4758730000
1263427200000,3915200000
1263340800000,4170360000
1263254400000,4716160000
1263168000000,4255780000
1262908800000,4389590000
1262822400000,5270680000
1262736000000,4972660000
1262649600000,2491020000
1262563200000,3991400000
1262217600000,2076990000
1262131200000,2277300000
1262044800000,2491020000
1261958400000,2716400000
1261612800000,1267710000
1261526400000,3166870000
1261440000000,3641130000
1261353600000,3977340000
1261094400000,6325890000
1261008000000,7615070400
1260921600000,4829820000
1260835200000,5045100000
1260748800000,4548490000
1260489600000,3791090000
1260403200000,3996490000
1260316800000,4115410000
1260230400000,4748030000
1260144000000,4103360000
1259884800000,5781140000
1259798400000,4810030000
1259712000000,3941340000
1259625600000,4249310000
1259539200000,3895520000
1259280000000,2362910000
1259107200000,3036350000
1259020800000,3700820000
1258934400000,3827920000
1258675200000,3751230000
1258588800000,4178030000
1258502400000,4293340000
1258416000000,3824070000
1258329600000,4565850000
1258070400000,3792610000
1257984000000,4160250000
1257897600000,4286700000
1257811200000,4394770000
1257724800000,4460030000
1257465600000,4277130000
1257379200000,4848350000
1257292800000,5635510000
1257206400000,5487500000
1257120000000,6202640000
1256860800000,6512420000
1256774400000,5595040000
1256688000000,6600350000
1256601600000,5337380000
1256515200000,6363380000
1256256000000,4767460000
1256169600000,5192410000
1256083200000,5616290000
1255996800000,5396930000
1255910400000,4619240000
1255651200000,4894740000
1255564800000,5369780000
1255478400000,5406420000
1255392000000,4320480000
1255305600000,3710430000
1255046400000,3763780000
1254960000000,4988400000
1254873600000,4238220000
1254787200000,5029840000
1254700800000,4313310000
1254441600000,5583240000
1254355200000,5791450000
1254268800000,5998860000
1254182400000,4949900000
1254096000000,3726950000
1253836800000,4507090000
1253750400000,5505610000
1253664000000,5531930000
1253577600000,5246600000
1253491200000,4615280000
1253232000000,5607970000
1253145600000,6668110000
1253059200000,6793529600
1252972800000,6185620000
1252886400000,4979610000
1252627200000,4922600000
1252540800000,5191380000
1252454400000,5202550000
1252368000000,5235160000
1252022400000,4097370000
1251936000000,4624280000
1251849600000,5842730000
1251763200000,6862360000
1251676800000,5004560000
1251417600000,5785780000
1251331200000,5785880000
1251244800000,5080060000
1251158400000,5768740000
1251072000000,6302450000
1250812800000,5885550000
1250726400000,4893160000
1250640000000,4257000000
1250553600000,4198970000
1250467200000,4854970000
1250208000000,4940750000
1250121600000,5250660000
1250035200000,5498170000
1249948800000,5773160000
1249862400000,5406080000
1249603200000,6827089600
1249516800000,6753380000
1249430400000,7242120000
1249344000000,5713700000
1249257600000,5603440000
1248998400000,5139070000
1248912000000,6035180000
1248825600000,5178770000
1248739200000,5490350000
1248652800000,4631290000
1248393600000,4458300000
1248307200000,5761650000
1248220800000,4634100000
1248134400000,5309300000
1248048000000,4853150000
1247788800000,5141380000
1247702400000,4898640000
1247616000000,5238830000
1247529600000,4149030000
1247443200000,4499440000
1247184000000,3912080000
1247097600000,4347170000
1247011200000,5721780000
1246924800000,4673300000
1246838400000,4712580000
1246492800000,3931000000
1246406400000,3919400000
1246320000000,4627570000
1246233600000,4211760000
1245974400000,6076660000
1245888000000,4911240000
1245801600000,4636720000
1245715200000,5071020000
1245628800000,4903940000
1245369600000,5713390000
1245283200000,4684010000
1245196800000,5523650000
1245110400000,4951200000
1245024000000,4697880000
1244764800000,4528120000
1244678400000,5500840000
1244592000000,5379420000
1244505600000,4439950000
1244419200000,4483430000
1244160000000,5277910000
1244073600000,5352890000
1243987200000,5323770000
1243900800000,5987340000
1243814400000,6370440000
1243555200000,6050420000
1243468800000,5738980000
1243382400000,5698800000
1243296000000,5667050000
1242950400000,5155320000
1242864000000,6019840000
1242777600000,8205060000
1242691200000,6616270000
1242604800000,5702150000
1242345600000,5439720000
1242259200000,6134870000
1242172800000,7091820000
1242086400000,6871750400
1242000000000,6150600000
1241740800000,8163280000
1241654400000,9120100000
1241568000000,8555040000
1241481600000,6882860000
1241395200000,7038840000
1241136000000,5312170000
1241049600000,6862540000
1240963200000,6101620000
1240876800000,6328000000
1240790400000,5613460000
1240531200000,7114440000
1240444800000,6563100000
1240358400000,7327860000
1240272000000,7436489600
1240185600000,6973960000
1239926400000,7352009600
1239840000000,6598670000
1239753600000,6241100000
1239667200000,7569840000
1239580800000,6434890000
1239235200000,7600710400
1239148800000,5938460000
1239062400000,5155580000
1238976000000,6210000000
1238716800000,5855640000
1238630400000,7542809600
1238544000000,6034140000
1238457600000,6089100000
1238371200000,5912660000
1238112000000,5600210000
1238025600000,6992960000
1237939200000,7687180000
1237852800000,6767980000
1237766400000,7715769600
1237507200000,7643720000
1237420800000,9033870400
1237334400000,9098449600
1237248000000,6156800000
1237161600000,7883540000
1236902400000,6787089600
1236816000000,7326630400
1236729600000,7287809600
1236643200000,8618329600
1236556800000,7277320000
1236297600000,7331830400
1236211200000,7507249600
1236124800000,7673620000
1236038400000,7583230400
1235952000000,7868289600
1235692800000,8926480000
1235606400000,7599969600
1235520000000,7483640000
1235433600000,7234489600
1235347200000,6509300000
1235088000000,8210590400
1235001600000,5746940000
1234915200000,5740710000
1234828800000,5907820000
1234483200000,5296650000
